,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_6.7_km,pop_below_18_6.7_km,pop_between_18_34_6.7_km,pop_between_34_65_6.7_km,pop_over_65_6.7_km,occupied_households_6.7_km,family_households_6.7_km,nonfamily_households_6.7_km,householder_less_than_high_school_6.7_km,householder_high_school_degree_6.7_km,householder_some_college_6.7_km,householder_bachelors_degree_6.7_km,older_than_3_in_school_6.7_km,older_than_3_not_in_school_6.7_km,not_high_school_grad_6.7_km,high_school_grad_6.7_km,employed_6.7_km,unemployed_6.7_km,not_in_labor_force_6.7_km,30_49_percet_income_to_rent_6.7_km,over_50_percent_income_to_rent_6.7_km,commuters_by_car_truck_van_6.7_km,commuters_by_car_truck_van_alone_6.7_km,commuters_by_car_truck_van_carpool_6.7_km,children_living_with_single_parents_6.7_km,private_sector_6.7_km,public_sector_6.7_km,self_employed_6.7_km,private_non-profit_6.7_km,unpaid_family_workers_6.7_km,households_social_security_income_6.7_km,households_SsI_6.7_km,households_retirement_income_6.7_km,housing_units_6.7_km,vacant_units_6.7_km,total_cars_6.7_km,concentrated_disadvantage_6.7_km,commute_time_6.7_km,median_household_income_6.7_km,average_household_size_6.7_km,population_density_6.7_km,median_house_value_6.7_km,ev_car_count_6.7_km,total_sessions,total_connection_time,total_amount,total_kwh,distance_freeway
158,AUI-10390,"9889 Beachy Ave, Los Angeles, CA",34.251165,-118.4415257,91331,6037119201,503719.9626,123880.2587,133826.1099,191151.9795,54861.6144,135525.6321,103956.1815,31569.45059,39673.73442,31599.66502,36062.47536,28189.75729,140093.2191,344524.583,1101.591289,27895.53659,239158.7542,18940.12919,136466.543,19042.80471,24358.34301,199887.2368,171091.6579,28795.57899,30209.37014,170073.1685,23590.7637,31017.87001,14109.87139,367.0805721,33492.49376,11192.92869,14932.25379,140891.6719,5366.039813,253937.637,-0.276922861,31.42086193,66776.81235,3.691045846,9319.92264,452158.0847,2671.581738,29,202:50:00,0,577.583,2.16201697
159,AUI-10385,"10645 Glenoaks Blvd, Los Angeles, CA",34.262751,-118.40008,91331,6037104704,356110.9882,87202.33754,94891.09612,134976.9717,39040.58285,90471.72547,71807.32543,18664.40004,29894.00487,21447.61462,22892.17166,16237.93432,99459.58292,244200.9427,723.8706138,20312.1346,166169.4142,12238.63752,101230.0303,10669.24609,14314.85791,140622.0011,120341.6653,20280.33586,19500.19806,117548.2032,16998.43621,21110.90207,10271.98672,239.88606,24022.20009,7670.541353,10435.45822,94332.68626,3860.960793,170004.7818,-0.296842863,32.60002026,66741.02178,3.587951583,6591.794296,464695.2397,1245.68967,4,3:42,0,16.754,3.067335115
160,AUI-10377,"2044 Reservoir St, Los Angeles, CA",34.07873,-118.262088,90026,6037195600,850383.7436,156303.4178,273377.9546,324396.8246,96305.54671,311780.1942,162659.2265,149120.9677,76565.48213,52148.62918,69160.12655,113905.9563,205513.6704,617426.9206,2025.516465,36616.37613,439206.9657,35669.67253,236227.188,70393.64852,76054.94474,285858.8636,250830.357,35028.50664,54723.93206,302989.5293,31593.086,74667.8363,29283.95304,672.5611058,58372.48526,26573.8443,17087.53228,340198.5266,28418.33242,550492.1741,0.632715174,30.29661289,59123.0174,2.684979072,15719.69743,698993.0127,7386.890686,14,18:20,0,73.022,1.833932563
161,AUI-10352,"7178 Tujunga Ave, Los Angeles, CA",34.200786,-118.378934,91605-5738,6037123010,451249.605,89569.26879,124660.8221,182781.8942,54237.61996,160233.5846,97655.92867,62577.65592,26323.52247,27472.72226,48704.99432,57732.34554,108552.5843,327762.506,733.6905976,19703.54859,234164.2769,18211.50484,119945.1882,25106.52534,32441.52395,191306.8262,171143.4204,20163.40584,21274.21501,163120.6978,19592.96264,37854.55267,13327.55167,268.5120407,34093.47864,11279.95883,15117.24447,168875.9341,8642.349479,305413.0412,-0.17004122,30.77567054,71822.23243,3.017457683,8360.490689,593494.5636,4769.49625,12,9:35,0,59.852,1.385632112
162,AUI-10383,"11169 Weddington St, Los Angeles, CA",34.1670008,-118.3748155,91601,6037125320,422430.5864,78281.81543,115986.6489,174567.5051,53594.61695,166208.8058,93058.45215,73150.3536,19770.90773,24369.64739,50319.68033,71748.5703,95637.05635,313135.2762,481.2653558,16533.10202,226289.1678,17551.29818,109327.3533,26021.1575,32996.49083,182213.9248,165942.5349,16271.38989,19026.12511,153737.8247,17912.62144,41478.51721,12892.2261,267.9783386,34021.14623,10168.96255,15336.552,177515.5138,11306.70807,318377.3575,0.193923614,29.54547254,89570.41019,2.58823442,7829.640539,850145.3468,6871.470571,81,248:49:00,0,899.057,1.367174084
163,AUI-10367,"5441 E Valley Blvd, Los Angeles, CA",34.07409,-118.164775,90032,6037201602,591804.9269,128639.2046,153101.7038,227884.3317,82179.68684,178469.6308,129509.5796,48960.05124,51077.80588,33454.1211,41388.54254,52549.1613,153259.6944,417802.2738,1156.532341,28847.32837,273893.6028,22103.92884,183029.6838,26879.91885,30328.99241,222517.9036,192638.8567,29879.04692,35530.94756,190472.76,34012.62581,30318.99193,18628.90631,460.3187392,49953.07316,15448.21877,19632.69216,190051.2772,11581.64638,333922.5979,-0.014670676,30.92415436,64523.96316,3.168842798,10927.34107,603684.796,4761.483297,4,1:29,0,10.168,1.812480627
164,AUI-10365,"8935 Mason Ave, Los Angeles, CA",34.2324672,-118.5798093,91311,6037113421,368581.5676,75276.22531,95002.04259,147519.1733,50784.12636,119362.1936,83551.27374,35810.91981,15125.03079,21138.52842,37350.37703,45748.25732,100046.5883,256317.3338,574.192369,19732.6395,188957.1252,12061.42247,101935.234,15644.7476,17959.1722,154696.3007,135491.8701,19204.43063,17921.16028,129757.2303,18453.03538,28112.37115,12323.47575,311.0126479,31016.13778,7457.180202,14603.90059,125015.5295,5653.3359,227774.0749,-0.440894047,31.58687566,84738.75069,2.904725463,6804.352621,567886.8413,3376.380965,4,1:09,0,8.341,5.439980208
165,AUI-10379,"10949 Huston St, Los Angeles, CA",34.1599272,-118.3697512,91601,6037125501,398131.2405,71456.47728,109405.3836,165753.1876,51516.19198,161284.2453,87426.74791,73857.49737,17518.15741,22771.41192,48311.2851,72683.39085,88075.87031,297660.902,421.0404352,14983.80012,216010.7245,16745.72318,102113.0417,25277.76493,31624.07992,173064.2355,158177.0663,14887.16924,17299.8405,145773.3405,16575.39907,41010.81854,12419.809,231.3574203,32575.19813,9566.497565,14657.07199,173388.5891,12104.34378,309195.7349,0.339211472,28.77196277,93763.57879,2.497530846,7373.062628,918332.5177,7083.673329,48,275:09:00,0,591.758,1.380650291
166,AUI-10391,"10517 San Fernando Rd, Los Angeles, CA",34.26105,-118.417258,91331-2536,6037104610,429456.8033,107925.8084,115151.5972,161287.3304,45092.06723,110063.5316,86960.40061,23103.13103,35695.04549,26294.47989,28009.54764,20064.45862,121153.2792,291896.6135,950.7310104,24407.56589,200878.0986,15464.62612,117949.2638,14088.24529,18596.87421,168712.2234,144547.5802,24164.64327,25828.62466,142594.026,20086.5084,25620.39891,12264.05887,313.1064369,27662.72779,9139.256217,12147.41343,114643.6011,4580.069407,206248.334,-0.298695034,31.97182823,66593.52944,3.677534888,7950.979534,447484.3352,1642.544735,6,5:18,0,17.921,1.370700371
167,AUI-10381,"11185 Hindry Ave, Los Angeles, CA",33.9333653,-118.3723724,90045,6037980028,459214.9883,105592.4151,115211.8746,182832.3428,55578.35573,159841.3646,104065.1901,55776.17448,24422.14259,25576.58062,51603.28164,58239.35973,124170.782,316338.4135,757.9472889,22912.77759,227950.6779,18079.7548,118665.6044,24312.75418,25637.371,188633.6149,168022.768,20610.84691,31602.29839,154933.2517,29768.80345,27608.45735,15266.46364,373.7017292,37583.1376,9347.900844,21696.60354,169704.913,9863.548426,305193.3107,-0.11308495,29.50646665,85618.59686,2.813564427,8690.072314,758051.9919,5754.1458,15,49:25:00,0,161.906,1.692765492
168,AUI-10357,"10634 Valparaiso St, Los Angeles, CA",34.0296115,-118.4149102,90034,6037269904,572154.1924,89509.64957,182831.4667,219210.3957,80602.68047,249116.9597,115591.5075,133525.4522,16334.18845,22165.16207,59522.64572,151094.9635,139136.5601,415556.2841,395.6011143,27177.57708,318638.3553,19451.98342,154349.1166,38127.81836,42613.25745,238407.495,219642.4078,18765.08719,19287.19906,201064.2342,33480.99872,59176.12301,24351.29867,565.7006626,51544.28874,9487.665241,24624.31174,271343.1212,22226.16149,474549.3214,-0.169256886,26.65980179,98742.99671,2.310991135,10645.34649,1092125.321,11716.8319,3,2:19,0,15.235,4.095680486
169,AUI-10340,"4240 Fulton Ave, Los Angeles, CA",34.1478861,-118.4222236,91604,6037143902,382814.1802,71742.37345,103547.8026,157580.3375,49943.66663,154258.2251,85314.89743,68943.32762,16383.26418,20508.51569,43805.54693,73560.89825,83931.89752,285975.1178,550.0982165,13793.23887,209558.5255,16670.07889,92749.90869,25557.71881,30173.86735,165106.034,150021.9837,15084.05027,17525.55953,138793.958,14613.2233,43965.9104,11779.25934,406.1744566,31374.33954,8275.090865,13793.74728,164542.2543,10284.02923,295806.3239,-0.378627681,31.02342729,124484.5113,2.543360117,7096.549096,1146138.716,7920.25869,30,167:36:00,0,739.563,1.647905024
170,AUI-10344,"4236 Longridge Ave, Los Angeles, CA",34.1474861,-118.4209144,91604,6037143902,382110.7473,71466.60109,103311.8203,157411.4346,49920.89126,154260.1227,85151.29292,69108.82982,16259.93255,20452.99043,43803.79691,73743.40284,83637.45388,285607.8462,543.4053379,13707.31823,209307.8295,16613.73912,92591.73385,25478.00428,30113.39698,164857.2599,149915.7527,14941.50722,17422.70935,138526.4128,14550.86593,44058.16249,11764.30484,408.0833718,31365.32044,8251.251448,13793.32136,164624.2352,10364.11251,295872.6279,-0.374544397,31.01056037,124270.4782,2.537076909,7083.566043,1148989.608,7929.657005,12,90:47:00,0,208.536,1.156395371
171,AUI-10384,"7123 Tampa Ave, Los Angeles, CA",34.1998776,-118.5537878,91335,6037133000,422750.3963,88097.38908,109325.5697,168752.6499,56574.7876,141184.8359,95215.31154,45969.52432,17821.86407,24312.4844,43936.6756,55113.81179,113627.2313,294561.0654,597.901612,20968.74224,217076.0051,14374.59371,113413.7954,19445.51177,23072.97208,176873.6549,156076.6818,20796.97312,22394.81032,148663.2362,19844.74511,34838.44533,13417.18537,312.3930732,35223.91727,8820.730589,15983.36853,148423.8973,7239.061422,269738.8791,-0.449803525,32.45420077,86872.15219,3.017571125,7802.288741,659203.1788,4294.231775,20,50:07:00,0,155.939,1.802974488
172,AUI-10358,"13214 Moorpark St, Los Angeles, CA",34.1500812,-118.4208748,91423,6037143500,395084.5345,74356.16294,107394.8241,162367.8923,50965.65516,158396.9663,87919.18821,70477.77813,17548.41068,21441.93992,45142.5426,74264.07314,87096.32222,294629.9823,573.6236273,14357.35596,215869.6893,17259.2582,95805.61801,26468.65451,31353.77081,170375.3233,154590.1058,15785.21756,18460.48913,143802.3373,15134.06334,44504.8733,12027.66079,400.7545324,32014.36797,8652.916102,14054.76417,168722.2039,10325.23754,303610.3279,-0.350681255,31.09629891,121014.8323,2.550837627,7323.388619,1112542.323,7901.125598,15,52:03:00,0,127.04,1.340290434
173,AUI-10361,"11048 Huston St, Los Angeles, CA",34.1601042,-118.3711679,91602,6037125401,399379.1858,71960.2298,109549.0266,166270.5719,51599.35746,161272.77,87819.95987,73452.81008,17609.00895,22806.2333,48318.6078,72538.91989,88539.13108,298312.0167,419.2174878,15063.11763,216533.1504,16768.94262,102376.0102,25237.48492,31533.55661,173506.519,158536.1536,14970.36531,17451.37831,146140.9933,16653.26647,41085.31749,12413.30651,240.2666003,32664.05817,9511.22106,14698.81355,173271.7605,11998.99055,309255.2592,0.305570424,28.91502928,93867.42511,2.503075742,7396.89261,919246.1822,7105.26641,14,24:06:00,0,155.627,1.544709691
174,AUI-10362,"998 S Hobart Blvd, Los Angeles, CA",34.05281,-118.30517,90005,6037213201,1018389.294,190010.24,327855.0712,389403.2343,111120.7483,387167.8465,192176.4314,194991.4151,85862.61773,63442.57496,93624.73547,144237.9183,247175.4136,737231.1343,2339.490991,45059.10646,530070.1047,43252.94748,275416.6778,85913.74071,97894.5846,351716.888,312726.6181,38990.2699,67123.74332,368259.0278,37538.82487,90235.88337,33359.00853,677.3601309,70892.8231,30622.79481,24029.63958,423984.2254,36816.37897,688907.3065,0.384319724,31.71258663,55320.00781,2.639362354,18763.02475,739539.3347,7681.983618,8,9:17,0,58.476,1.802974488
175,AUI-10359,"10919 S Figueroa St, Los Angeles, CA",33.9368695,-118.282841,90061,6037241202,760866.6332,215653.3587,202648.0694,272829.8361,69735.36895,211203.0898,156658.6062,54544.4836,71808.25398,52282.35074,61173.44993,25939.03517,224746.1664,501550.9035,2325.348575,44211.78515,322574.9995,30783.1724,215973.3568,34965.61246,47364.62239,264429.4538,227612.1599,36817.2939,79922.61714,238868.2776,37103.1731,32273.12614,13941.83959,388.5830683,49909.3511,20673.42581,23145.76497,221280.8017,10077.71191,390323.0379,0.680684886,32.26057892,48094.73899,3.58146869,14009.86731,372423.7999,1567.266641,2,0:03,0,0.307,1.340290434
176,AUI-10261,"729 N North Spring St, Los Angeles, CA",34.06047,-118.237689,90012,6037207102,838046.5966,175579.8135,266904.2835,307625.0121,87937.48755,276569.2881,158819.9201,117749.368,86561.42375,48347.1392,58387.74914,83272.97601,224414.871,584373.1045,2310.076398,43375.96511,409750.1999,34711.67244,237662.8778,61041.05322,65160.28975,269402.0135,232748.9391,36653.07444,61169.05115,291106.5912,31379.91161,61754.40585,24935.71931,573.5719421,55170.92825,23587.05279,16017.613,298943.3005,22374.01241,487294.9394,0.379339986,31.25245641,52037.27898,3.001922552,15491.88205,552625.4544,6076.821604,136,213:23:00,12.37,1049.059,1.544709691
